city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
Big Bear City,13535,6498,7037,906,654,654,757,1186,1523,1060,2095,1143,1393,1201,723,240,45.1,2715,10470,4,67,154,0,214,44024.0,10835,7279,5053,2700,2015
Big Bear Lake,5145,2363,2782,235,242,453,265,184,430,650,720,430,414,613,360,149,46.9,1098,3708,128,11,47,111,84,42031.0,4126,2603,2468,988,2015
Biggs,1765,891,874,117,173,176,92,171,326,102,217,143,61,105,46,36,28.6,838,739,0,23,79,0,172,34911.0,1481,709,970,284,2015
Big Pine,1661,828,833,147,140,70,57,67,193,168,246,103,161,94,142,73,43.7,217,903,0,408,69,30,68,49250.0,1475,1039,691,186,2015
Big River,1068,506,562,23,37,19,35,7,48,78,166,125,122,191,174,43,59.9,143,806,0,67,0,0,104,28977.0,850,471,584,218,2015
Bishop,3839,1747,2092,216,184,254,268,220,432,435,556,207,271,457,149,190,44.2,1234,2386,35,67,63,0,108,41069.0,3333,2398,1484,432,2015
Bloomington,24864,12666,12198,1632,1986,2189,2325,2213,3350,3745,3543,1101,850,1094,641,195,30.8,21075,2874,511,25,147,0,448,46792.0,18041,9985,9057,6805,2015
Blue Lake,1310,690,620,67,45,44,27,162,192,184,169,125,86,153,50,6,39.7,24,1026,11,136,26,25,124,56991.0,1093,822,446,217,2015
Blythe,19839,13529,6310,846,1002,1004,1114,1412,3659,3322,3458,1432,791,970,681,148,37.4,10510,5569,2860,33,421,74,744,42798.0,11001,6740,5199,1956,2015
Bodega Bay,671,297,374,0,0,0,23,69,48,0,84,105,39,186,83,34,60.3,27,644,0,0,0,0,0,86118.0,630,550,247,22,2015
Bolinas,1358,694,664,43,81,74,40,100,82,261,148,120,74,281,42,12,45.0,80,1096,103,0,22,0,114,74524.0,1208,889,546,150,2015
Bonita,12931,6693,6238,516,717,811,813,831,1275,2026,1462,892,911,1493,921,263,43.1,6269,4956,469,0,841,0,792,84526.0,10844,9243,3578,1995,2015
Bonsall,3896,1885,2011,177,291,116,197,165,398,541,457,358,316,548,226,106,48.1,724,2578,55,19,260,0,510,68987.0,3643,3089,1190,246,2015
Boonville,721,443,278,20,55,50,32,59,124,43,90,68,39,62,59,20,41.7,407,285,0,5,0,0,48,37865.0,572,228,416,143,2015
Boron,2326,1014,1312,161,247,179,184,89,223,175,347,145,190,239,108,39,39.3,389,1454,305,22,66,0,180,28750.0,2131,1154,1281,187,2015
Borrego Springs,2518,1439,1079,234,50,60,139,121,374,190,306,175,149,300,280,140,47.8,740,1469,114,0,121,0,148,31563.0,2176,1351,1357,342,2015
Boulder Creek,4481,2211,2270,212,213,99,242,190,334,689,857,514,502,508,57,64,48.0,314,3885,42,13,87,0,280,79964.0,4073,3440,1029,408,2015
Boulevard,461,244,217,99,0,74,24,0,100,38,25,13,0,29,0,59,32.6,18,197,0,246,0,0,0,,190,71,137,258,2015
Boyes Hot Springs,7229,3434,3795,461,706,700,226,465,1403,811,669,378,398,756,172,84,31.6,3498,3397,53,76,19,60,199,56667.0,5627,3984,2329,1602,2015
Bradbury,839,408,431,33,16,20,30,64,80,74,171,72,63,128,67,21,52.3,134,411,21,3,250,0,40,109583.0,759,631,225,80,2015
Bradley,125,55,70,2,9,4,13,3,15,17,24,16,0,18,0,4,40.8,0,92,7,0,0,0,52,53542.0,101,63,60,24,2015
Brawley,25656,12030,13626,2369,2333,2112,2105,1520,3281,3034,3343,1298,1104,1536,1201,420,32.4,21149,3762,284,10,289,19,286,37637.0,21932,11385,12160,3621,2015
Brea,40931,20057,20874,2467,2489,2645,2600,3148,5257,5812,5867,2615,2515,2961,1656,899,38.8,11540,19868,386,86,7814,0,2361,83717.0,36772,31271,9148,4145,2015
Brentwood,55490,27727,27763,3400,4476,4777,4722,2814,5247,8721,8368,2782,2623,4344,2286,930,37.7,13937,30799,2828,46,4540,120,6413,92589.0,52355,44866,14105,3078,2015
Bridgeport,909,538,371,8,0,0,185,17,19,43,119,60,43,218,20,177,60.1,299,360,12,52,9,2,350,63750.0,861,533,548,30,2015
Brisbane,4496,1832,2664,304,338,162,147,212,455,724,679,429,315,516,125,90,42.6,815,1917,146,7,1488,0,246,88141.0,4081,3362,1267,415,2015
Buellton,4977,2321,2656,281,311,296,277,245,629,575,760,435,378,481,244,65,44.1,1351,3189,109,69,72,0,343,71667.0,4189,3833,947,773,2015
Buena Park,82683,40848,41835,5581,5692,5133,5295,6741,12114,11333,12102,5343,3857,5594,2661,1237,35.6,31269,22189,3436,94,23532,593,3059,70588.0,68902,50561,24409,13470,2015
Burbank,104725,49607,55118,6424,5639,5451,5750,5685,17322,16226,15634,6298,5135,7865,5183,2113,38.7,27438,58561,1909,207,11829,48,8416,66076.0,90605,71418,27052,13804,2015
Burbank,5736,2959,2777,428,327,396,288,268,947,1103,899,389,323,227,121,20,37.6,2798,2141,96,0,500,0,402,65472.0,4889,3747,1555,847,2015
Burlingame,29941,14195,15746,1997,2070,1669,1434,1143,3994,5280,4863,1828,1854,2008,1162,639,40.6,3796,17548,390,88,6320,128,3102,94500.0,27647,24933,5802,1956,2015
Burney,3257,1608,1649,219,262,186,138,263,270,359,402,250,268,471,151,18,43.2,235,2922,34,66,0,0,0,32105.0,2444,1429,1454,813,2015
Burnt Ranch,344,197,147,5,0,14,3,21,31,12,54,60,49,45,21,29,58.5,2,334,0,5,0,0,6,56250.0,328,216,194,16,2015
Buttonwillow,1425,781,644,105,147,216,105,48,171,191,173,36,98,82,28,25,31.9,1062,258,73,0,1,0,62,33889.0,1205,529,769,211,2015
Byron,1325,756,569,72,58,119,124,23,197,146,222,52,69,74,132,37,39.9,560,744,17,0,0,0,8,74583.0,998,711,534,246,2015
Cabazon,3633,1630,2003,486,260,369,297,239,382,306,686,191,287,57,58,15,27.9,2298,1081,14,200,0,4,72,35833.0,2904,1654,1386,721,2015
Calabasas,24075,11174,12901,782,1820,1997,1858,1599,1803,2984,4265,2094,1332,2269,1006,266,42.9,1604,18289,582,26,2303,8,2517,106050.0,22741,20291,4715,1334,2015
Calexico,39601,18508,21093,3101,3150,3328,3404,3198,4463,4922,4283,2446,2103,2638,1707,858,32.8,38484,616,11,0,469,0,42,34742.0,30665,15381,16838,8919,2015
California City,13201,7249,5952,861,926,665,730,1407,1803,1630,2069,905,770,952,418,65,36.1,3929,5822,2499,14,397,0,1080,54245.0,10145,6552,5213,1434,2015
Calimesa,8269,4096,4173,193,459,641,452,327,616,794,1140,643,496,1296,824,388,51.4,2149,5743,87,42,108,0,280,46025.0,7281,5054,3657,971,2015
Calipatria,7557,5918,1639,314,326,467,374,857,1868,1565,955,382,94,197,65,93,33.0,5628,462,1238,33,116,15,119,31019.0,2906,1181,1833,468,2015
Calistoga,5267,2875,2392,274,343,342,296,178,414,784,953,276,287,701,304,115,45.1,2293,2699,39,0,183,20,46,52733.0,4185,3446,1680,1040,2015
Calpella,419,207,212,13,23,31,55,11,17,83,68,17,24,68,9,0,42.4,134,247,8,0,21,0,18,53194.0,394,215,244,25,2015
Camarillo,66445,32262,34183,4228,4013,4415,3559,3764,8583,8413,8770,4650,3563,6143,4160,2184,40.4,16641,39812,1215,50,6483,51,4319,88152.0,60200,51578,18169,5590,2015
Cambria,6279,2938,3341,155,264,211,226,255,429,476,497,348,810,1713,637,258,62.1,1271,4763,7,0,106,0,257,60858.0,5619,4181,3362,651,2015
Cameron Park,19437,9247,10190,908,1061,1587,1617,1053,2062,2377,2989,1632,1043,1666,848,594,41.3,2360,15699,43,42,409,0,1765,75073.0,18361,16100,5191,1068,2015
Camino,1905,984,921,82,126,84,165,94,135,178,270,235,127,282,62,65,49.6,98,1742,5,0,20,0,80,71944.0,1792,1407,717,113,2015
Campbell,40688,20071,20617,2012,2420,2329,2374,2140,7039,6686,6227,2725,2300,2214,1535,687,38.5,7422,23652,800,137,6903,26,3298,96906.0,37397,33382,7907,3143,2015
Campo,2883,1646,1237,339,169,38,328,165,389,278,371,276,262,180,54,34,36.1,775,1879,82,73,32,0,84,57521.0,2401,1641,969,284,2015
Camp Pendleton North,7457,4726,2731,1477,487,377,510,2497,1514,547,18,0,0,23,7,0,21.3,1862,4427,708,42,161,33,433,39714.0,3911,3804,588,0,2015
Canby,545,309,236,36,60,45,30,19,71,29,27,26,37,93,44,28,36.7,213,294,10,0,26,0,4,45463.0,409,197,240,103,2015
Cantua Creek,529,298,231,45,78,33,66,20,60,42,111,50,8,16,0,0,28.0,529,0,0,0,0,0,0,31806.0,361,44,317,168,2015
Canyon Lake,10918,5452,5466,588,580,594,604,568,1214,1383,1771,760,862,1048,708,238,44.6,1728,8810,136,17,119,20,176,78556.0,10260,8579,3014,658,2015
Capitola,10077,5050,5027,477,466,605,640,646,1280,1364,1199,819,721,888,626,346,42.8,2452,6486,125,85,442,0,974,57458.0,8380,6699,2878,1568,2015
Carlsbad,110830,54953,55877,6434,7541,7731,5919,5238,12391,15853,17928,7658,6896,8976,5340,2925,41.9,16471,81459,1174,148,8360,69,5928,90597.0,101136,88402,24174,8594,2015
Carmel Valley Village,4302,1970,2332,47,125,375,314,223,212,352,463,521,650,597,300,123,55.3,542,3424,36,0,94,0,412,88516.0,3819,3353,1173,467,2015
Carmichael,63712,30283,33429,3476,3301,3833,3648,4196,8024,7869,8801,4572,4403,6040,3364,2185,42.1,7617,46666,3437,375,2228,402,5931,54322.0,56540,42714,23385,6671,2015
Carpinteria,13449,6447,7002,674,525,584,757,961,1940,1383,1934,1314,1022,1211,711,433,44.2,5893,6671,25,67,540,0,506,71174.0,11527,9192,4094,1922,2015
Carson,92691,44871,47820,5435,4991,5787,6448,7416,12872,11271,13543,5734,5215,7762,4670,1547,37.9,36495,7075,18894,215,23608,1935,8803,72421.0,79253,57836,29183,13291,2015
Caruthers,3128,1417,1711,339,254,245,242,404,349,362,347,167,138,224,37,20,26.6,2414,448,0,51,91,0,248,43594.0,2341,994,1718,787,2015
Caspar,801,428,373,58,79,18,0,14,110,74,41,49,88,168,64,38,55.4,9,688,0,51,53,0,0,56103.0,767,565,377,34,2015
Castaic,19369,9818,9551,1091,1403,2146,1759,1194,2149,2636,3494,1237,996,671,359,234,34.7,5425,10748,510,11,1770,46,1707,104427.0,17953,15818,3105,1382,2015
Castro Valley,62044,30228,31816,4415,3544,3892,3390,2839,7913,8188,9677,5220,4397,4393,2403,1773,40.9,11547,28434,3719,91,15135,579,4874,85596.0,56766,48547,15011,4347,2015
Castroville,6707,3424,3283,844,632,698,367,633,1180,671,681,357,225,259,81,79,26.8,6132,285,18,0,187,37,96,49654.0,5097,2423,3042,1610,2015
Cathedral City,53020,27705,25315,3709,3769,4078,3982,3424,6916,7019,7007,2791,2767,4382,2328,848,35.9,32490,15943,1337,163,2436,32,1137,39872.0,39486,22592,21055,13478,2015
Catheys Valley,747,410,337,12,0,32,10,28,53,42,108,78,144,156,84,0,60.2,57,639,0,7,0,0,88,59219.0,676,552,344,71,2015
Cayucos,2758,1306,1452,124,50,68,172,161,178,251,211,269,322,481,276,195,58.3,243,2342,0,9,136,0,56,58175.0,2528,2165,1147,230,2015
Cedarville,298,151,147,5,3,20,34,3,12,19,57,13,29,53,37,13,54.8,37,240,0,16,4,0,2,28500.0,224,176,105,51,2015
Ceres,46952,23845,23107,3919,4086,3955,3603,3725,7572,5993,5385,2325,2121,2266,1505,497,30.5,28503,13366,788,275,2598,165,2457,47858.0,39589,23267,19686,6762,2015
Cerritos,49701,23695,26006,1996,2503,3067,3188,3179,4955,6386,7135,3660,3583,5784,2911,1354,44.4,6247,8023,3690,165,30061,114,2587,90321.0,44911,36736,13745,4739,2015
Cherry Valley,6798,3319,3479,101,400,199,429,397,623,508,1026,565,445,1155,696,254,52.1,2047,4383,102,37,141,0,126,58383.0,5822,3681,3221,915,2015
Chester,2044,1171,873,133,143,141,86,41,220,197,243,260,200,246,115,19,47.2,120,1762,2,0,3,0,314,43106.0,1722,1193,958,301,2015
Chico,88455,43326,45129,5105,4353,4696,8299,15419,12576,9889,9335,4534,3903,5507,3117,1722,29.7,14969,64442,1508,329,3331,159,7330,42342.0,75723,57259,27333,12151,2015
Chino,82208,45895,36313,5576,4976,4560,5074,6673,13630,12554,12824,5282,3614,4678,2106,661,35.4,43801,19966,4348,468,9739,146,7380,72872.0,60314,47292,16525,9399,2015
Chino Hills,76796,38452,38344,4196,4838,6280,5643,6100,8548,11224,13557,5558,4275,3857,1853,867,38.0,22458,24631,2942,171,24389,74,4028,96914.0,68207,58951,13092,8435,2015
Chowchilla,18384,6760,11624,803,777,1199,895,1259,3764,3311,2789,1125,712,1111,459,180,36.2,7528,7344,2168,302,463,184,762,34559.0,8815,3469,6211,2412,2015
Chualar,1229,627,602,107,115,127,90,132,213,132,142,72,48,50,1,0,26.6,1179,39,9,0,0,0,4,57679.0,902,530,408,327,2015
Chula Vista,257296,126400,130896,17381,19277,18746,19943,19647,37306,35414,35819,13485,11220,15766,9414,3878,34.0,151169,49151,11559,370,36095,1126,15097,65185.0,218285,167694,70608,35083,2015
Citrus Heights,85408,40813,44595,5183,5239,5043,5024,6371,13214,10070,11774,5840,4931,7306,3794,1619,37.3,15469,60388,2743,817,2717,320,5868,50047.0,73331,54217,30572,11755,2015
Claremont,35762,17126,18636,1177,1937,2469,3992,3319,3441,3941,4403,2328,2342,3420,1872,1121,39.8,7970,19291,1530,153,5631,14,2228,88523.0,33286,28002,8975,2258,2015
Clarksburg,472,248,224,6,39,83,21,17,38,83,64,71,9,31,0,10,39.6,75,388,0,0,9,0,0,69083.0,407,399,27,65,2015
Clayton,11497,5704,5793,514,521,908,1140,549,829,952,2390,927,805,1324,501,137,46.7,886,8987,108,130,657,17,1416,131563.0,11289,10388,2581,208,2015
Clearlake,15097,7797,7300,1001,882,989,1119,918,1613,1593,2319,1204,937,1556,700,266,41.6,3699,9583,922,340,61,47,756,25404.0,12443,4336,9485,2564,2015
Clearlake Oaks,1651,874,777,99,0,52,21,89,89,151,169,138,217,378,192,56,60.2,83,1472,49,20,0,0,54,27552.0,1348,711,1155,303,2015
Cloverdale,8735,3939,4796,618,550,695,573,498,925,1182,1188,582,610,545,516,253,38.5,2894,4893,87,212,503,0,292,63917.0,7754,6040,2933,915,2015
Clovis,100437,48552,51885,6574,7943,7941,7549,7765,13523,12739,14011,5582,5052,6705,3380,1673,34.3,27906,56075,2459,454,10540,302,5087,62666.0,89681,71112,29888,10326,2015
Coachella,43308,21846,21462,3963,4646,4459,4205,2830,7815,5727,4752,1856,1031,1158,626,240,27.0,42220,687,334,16,17,0,56,37497.0,30853,14247,17574,12455,2015
Coalinga,16940,10631,6309,1114,1051,993,1099,1648,3206,2615,2576,831,691,605,405,106,33.4,8652,5818,1297,108,433,77,1072,51860.0,10948,7398,4284,1532,2015
Coarsegold,994,317,677,0,11,15,43,25,57,59,167,71,137,202,177,30,60.8,11,983,0,0,0,0,0,,829,521,505,165,2015
Cobb,1016,533,483,42,26,107,42,80,42,65,103,113,139,211,39,7,55.0,101,854,0,0,61,0,0,80545.0,827,743,264,189,2015
Coleville,368,257,111,78,0,0,3,24,193,0,53,8,9,0,0,0,28.3,83,285,0,0,0,0,0,40278.0,359,359,0,0,2015
Colfax,2210,1001,1209,171,134,92,109,282,360,235,392,158,105,90,48,34,33.3,112,1980,0,40,0,0,156,48015.0,1953,1421,838,257,2015
Colma,1571,713,858,152,53,53,73,183,335,125,252,98,72,95,69,11,32.2,743,181,59,0,512,0,142,77337.0,1438,1039,559,133,2015
Colton,53566,26222,27344,5040,5026,4358,4274,5308,8381,6639,6222,2468,1989,2317,1076,468,28.6,37931,8282,4204,203,2195,241,957,41565.0,41177,24037,19720,12127,2015
Columbia,2597,1260,1337,181,94,95,379,54,91,340,291,156,280,374,160,102,46.1,387,1989,2,65,4,36,228,39487.0,2555,1778,1378,42,2015
Colusa,5939,3219,2720,584,568,382,331,469,894,742,644,410,255,335,286,39,31.1,3348,2293,37,38,139,36,96,47607.0,4923,2964,2452,953,2015
Commerce,13017,6352,6665,855,978,871,1059,1016,2010,1703,1437,763,745,931,370,279,33.4,12241,235,130,59,229,17,178,45341.0,10339,5412,5562,2558,2015
Compton,97955,47505,50450,8340,8505,8155,8932,8912,14463,12430,12078,4729,3475,4578,2302,1056,28.8,64889,1373,29803,64,702,385,1348,43507.0,76355,36013,44901,21482,2015
Concord,126268,62548,63720,8753,8258,6801,7036,6926,20274,17871,17932,8823,7039,9783,4529,2243,37.9,38559,62599,5015,403,13764,870,9607,68318.0,109175,85317,38174,16288,2015
Copperopolis,4396,2360,2036,244,379,213,267,115,683,460,434,441,248,485,351,76,41.8,456,3728,12,0,85,0,230,60568.0,3960,3354,1349,436,2015
Corcoran,23216,16753,6463,1136,1202,1054,1338,1714,4734,4625,4016,1249,840,794,367,147,35.8,15092,4420,2323,330,282,31,1458,31831.0,10359,4168,6801,2214,2015
Corning,7586,3667,3919,733,727,702,671,746,1149,809,670,367,150,487,265,110,26.0,3450,3821,137,44,47,0,174,31667.0,6711,3049,4290,872,2015
Corona,159595,79070,80525,11174,11500,12444,12316,11564,22841,23895,23692,9171,7217,8288,3668,1825,33.9,68904,60382,7788,206,17402,780,7931,74149.0,135509,107328,36583,23726,2015
Coronado,24447,13200,11247,1075,1265,1259,1629,2996,3623,2348,2864,1497,1592,2151,1223,925,36.7,3551,18509,809,67,735,61,1401,90256.0,17801,16314,5113,989,2015
Corralitos,2646,1280,1366,84,21,353,273,136,130,294,446,197,289,247,94,82,45.5,782,1734,0,0,44,0,122,83750.0,2492,2119,819,154,2015
Corte Madera,9595,4418,5177,543,675,729,619,383,385,1570,1652,831,580,890,624,114,44.2,785,7524,93,0,871,0,583,122868.0,9151,8225,2231,430,2015
Costa Mesa,112377,57346,55031,7518,6635,6242,6376,8734,22641,16180,15585,6624,5284,5983,2980,1595,33.9,40102,56935,1728,147,10148,584,5309,66459.0,91004,69374,28186,20936,2015
Cotati,7376,3396,3980,410,450,465,377,1008,1087,850,1039,525,429,438,216,82,34.2,1183,5168,264,0,295,9,889,61737.0,6625,5367,1997,727,2015
Coto de Caza,14554,7169,7385,653,803,1552,1314,550,920,1464,3322,1219,1034,1326,284,113,45.1,1280,11591,120,0,1160,34,684,162589.0,14214,13382,2239,340,2015
Cottonwood,3801,1810,1991,318,215,224,276,231,647,445,633,155,175,334,68,80,33.8,651,2898,0,100,0,0,304,39085.0,2995,1509,2027,806,2015
Coulterville,224,121,103,23,0,23,33,0,0,24,50,0,8,44,19,0,48.2,23,201,0,0,0,0,0,,224,66,166,0,2015
Courtland,512,302,210,12,0,15,24,29,7,93,56,75,87,42,58,14,57.4,177,267,46,0,14,0,16,,512,397,240,0,2015
Covelo,1346,653,693,93,155,114,50,130,183,88,116,41,177,127,57,15,32.8,266,690,11,330,3,0,92,30458.0,1027,428,693,309,2015
Covina,48587,23490,25097,3589,3284,3476,3517,3393,6795,6335,7257,2707,2357,3186,1834,857,35.3,28331,11839,1588,83,5821,23,1668,64813.0,42546,31653,13635,5689,2015
Crescent City,7120,5174,1946,192,207,260,248,670,1805,1336,1298,338,253,277,170,66,35.7,2401,3436,644,188,191,56,405,27622.0,3355,1402,2241,277,2015
Crescent Mills,219,143,76,29,0,46,20,0,39,40,45,0,0,0,0,0,32.6,0,167,0,52,0,0,0,,154,105,49,65,2015
Cressey,315,181,134,3,27,24,7,20,50,38,42,21,24,44,9,6,40.4,124,185,0,0,6,0,0,50625.0,261,130,152,54,2015
Crestline,9240,4691,4549,545,390,665,608,332,1168,792,1421,903,621,1119,550,126,46.3,1617,7124,124,36,99,0,480,49668.0,7828,5019,4106,1406,2015
Creston,22,11,11,0,0,0,0,0,0,0,0,0,0,11,0,11,,0,22,0,0,0,0,0,,22,22,22,0,2015
Crockett,3044,1382,1662,191,102,122,167,101,445,321,549,321,251,326,97,51,46.4,737,2013,54,19,43,0,356,77250.0,2840,2390,920,173,2015
Crows Landing,207,80,127,21,6,6,0,27,20,15,27,0,24,25,19,17,52.6,119,88,0,0,0,0,0,30000.0,180,121,138,27,2015
Cudahy,24138,11928,12210,2080,2134,2261,2297,2395,3799,3356,2822,1058,638,745,485,68,27.0,23213,650,71,13,156,0,55,36429.0,16559,6387,10617,7579,2015
Culver City,39469,19110,20359,1985,1973,2433,1688,2155,6084,6507,5519,2539,2390,3486,1638,1072,40.5,9116,19000,3353,60,5859,32,3798,81189.0,35462,30278,9371,3748,2015
Cupertino,60171,29489,30682,3367,5131,5071,3875,2133,4600,11034,10665,3433,2989,4064,2461,1348,40.6,2681,16166,313,122,39407,225,2498,141953.0,58144,53203,9464,1728,2015
Cutler,4569,2394,2175,359,600,536,480,396,669,515,486,223,107,118,71,9,24.1,4479,45,0,0,45,0,0,29718.0,3397,896,2602,1172,2015
Cuyama,91,41,50,20,11,10,0,5,15,13,2,0,0,7,5,3,21.9,66,22,0,0,3,0,0,27159.0,63,29,49,28,2015
Cypress,49008,23699,25309,2256,2511,3540,3488,3753,5292,6192,8643,3641,2772,3470,2804,646,41.7,9275,20139,1885,150,15807,95,3159,81738.0,43427,35656,12596,5561,2015
Daly City,104930,52333,52597,5377,4992,5055,5716,8294,17095,15167,14120,7341,6056,8828,4936,1953,38.7,24634,13273,3192,184,59575,649,6238,74449.0,92173,72902,29595,12306,2015
Dana Point,34003,16486,17517,1630,1782,1591,1449,1499,4548,4187,5296,3249,2521,3444,1839,968,45.7,5692,25727,297,132,1406,0,1451,84411.0,29686,24916,9037,4062,2015
Danville,43410,20973,22437,2499,3261,3943,3344,1259,2377,5225,7796,3534,3027,3610,2220,1315,44.7,2312,34331,449,66,5089,9,2256,140809.0,42207,39822,8311,1061,2015
Davenport,297,166,131,0,16,29,19,5,17,44,72,29,25,29,6,6,46.2,134,158,0,0,5,0,0,60625.0,219,154,69,78,2015
Davis,66510,32428,34082,2519,3312,2904,5877,18047,8382,6522,6976,3139,2583,3333,1792,1124,25.6,9406,37071,1383,154,14429,175,7495,56463.0,61523,56359,10923,4654,2015
Delano,52807,30304,22503,4256,4265,3550,4537,5333,9602,7193,6067,2043,2138,1871,1418,534,29.3,39915,3112,2419,121,6696,72,943,35933.0,35093,16682,20284,9559,2015
Delhi,10026,5172,4854,838,871,920,1105,593,1560,1413,1159,485,373,514,77,118,29.4,7680,1585,183,0,288,68,314,49716.0,8579,5698,3720,1434,2015
Del Mar,4269,2337,1932,92,208,189,121,28,826,412,641,373,337,538,429,75,49.6,541,3579,0,0,97,0,104,107013.0,3705,3409,1022,564,2015
Del Rey,1457,721,736,117,192,155,101,154,222,184,165,16,58,55,29,9,25.7,1399,13,0,0,45,0,0,23616.0,1071,283,835,386,2015
Del Rey Oaks,1673,798,875,98,61,91,60,65,230,233,251,132,114,207,93,38,44.7,264,1200,15,0,133,3,116,86250.0,1529,1369,451,126,2015
Denair,5176,2439,2737,427,282,464,596,360,583,689,735,350,237,288,122,43,32.6,1731,3225,74,11,0,0,270,58802.0,4615,3261,1680,561,2015
Descanso,1355,714,641,94,103,82,23,30,117,103,170,139,136,286,72,0,51.0,132,1193,0,0,23,7,0,68750.0,1158,903,512,197,2015
Desert Hot Springs,27912,14219,13693,2182,2775,2624,2085,1671,4044,3896,3387,1421,1005,1780,822,220,31.5,16017,8564,1741,79,659,154,1227,33027.0,21293,8825,14342,6593,2015
Diamond Bar,56471,27274,29197,2250,2576,3808,4131,3954,7221,7037,8917,4631,4115,5008,1909,914,42.0,10276,11860,2197,227,29840,601,2799,89221.0,49910,41042,12553,6513,2015
Diamond Springs,12459,6162,6297,636,767,556,644,823,1842,1008,1806,1015,931,1017,963,451,44.1,1485,10176,45,32,129,70,1044,53079.0,10901,8285,4788,1393,2015
Dinuba,23243,11943,11300,2754,2071,1812,2111,1923,3867,2662,2543,925,756,907,631,281,26.9,20254,2485,0,8,418,3,150,36860.0,18612,8675,11336,4535,2015
Discovery Bay,14650,7642,7008,688,1248,1376,783,839,1209,2337,2688,893,751,1122,581,135,40.0,2246,10513,592,0,456,53,1515,106529.0,13814,12506,2987,836,2015
Dixon,18908,9514,9394,1219,1543,1966,1369,1289,2331,2788,2374,1088,1064,1267,511,99,34.1,7538,9523,350,2,452,35,1996,72188.0,16720,12385,5925,2039,2015
Dobbins,689,405,284,77,12,36,12,16,144,75,0,126,67,124,0,0,38.1,133,519,31,0,0,0,12,,590,378,293,99,2015
Dorris,930,458,472,140,63,66,60,52,149,56,100,65,74,56,24,25,30.0,338,544,3,17,0,0,56,28977.0,702,294,490,228,2015
Dos Palos,5068,2631,2437,334,430,569,499,348,517,732,639,248,189,261,179,123,31.0,3668,1128,81,0,27,0,328,33608.0,4115,1773,2745,924,2015
Douglas City,613,294,319,57,66,51,33,0,36,69,72,54,32,127,16,0,43.6,99,469,0,10,0,0,70,31776.0,589,267,402,24,2015
Downey,113407,55452,57955,7778,7218,8719,8095,9076,16740,17276,14463,6965,5218,6566,3527,1766,34.3,82814,17686,4074,102,7375,196,2140,62897.0,92241,64122,34241,20575,2015
Doyle,452,271,181,20,0,20,0,13,51,42,103,23,66,75,9,30,52.0,6,437,0,9,0,0,0,20926.0,376,250,219,76,2015
Duarte,21769,10107,11662,1134,1149,1464,1561,1431,2784,2747,3038,1604,1089,1923,1161,684,40.1,10155,5785,1547,95,3565,0,1213,62089.0,17972,11870,7637,3493,2015
